timestamp,load_mw,temp_c,humidity,wind_ms,rain_mm,outage,duration_min
2025-01-01 00:00:00,22.60951085286703,22.496714153011233,74.90063182315845,6.700701744197648,0.0,0,0.0
2025-01-01 01:00:00,17.319918277136797,23.15583092434142,73.95256356528131,4.121635177441464,0.0,0,0.0
2025-01-01 02:00:00,22.422337331338287,25.14768853810069,79.09179553885517,5.920283688342124,0.0,0,0.0
2025-01-01 03:00:00,22.869091592205486,27.058563762340764,65.22320608044315,4.808376220766679,0.0,0,0.0
2025-01-01 04:00:00,26.13563739420328,26.095973644198857,63.68740380426701,4.870297346626585,0.0,0,0.0
2025-01-01 05:00:00,26.868761021859342,26.59549217449616,69.06380013690021,3.615602207755917,0.0,0,0.0
2025-01-01 06:00:00,29.966281365045194,28.57921281550739,57.022325324080704,3.548012777005282,0.0,0,0.0
2025-01-01 07:00:00,35.863005791490096,27.59706386059825,60.62037971012015,4.476562911556886,0.0,0,0.0
2025-01-01 08:00:00,36.397918773268366,25.860652632987243,60.997179915043546,4.865358074482584,0.0,0,0.0
2025-01-01 09:00:00,38.0632660974321,26.078093949518703,47.38442314749362,3.9393201464284093,0.0,0,0.0
2025-01-01 10:00:00,31.97828716321982,24.036582307187537,50.416430576109946,3.9566222340317525,0.0,0,0.0
2025-01-01 11:00:00,26.438871994420296,22.828365471942348,39.74265119896468,5.183079107558017,0.0,0,0.0
2025-01-01 12:00:00,20.829170670585974,22.241962271566035,48.773666490339046,5.184587973375937,0.0,0,0.0
2025-01-01 13:00:00,20.615915073916096,18.7926245298296,46.50823253559781,4.5389947904157815,0.0,0,0.0
2025-01-01 14:00:00,19.179645853131333,17.775082167486968,49.374810354034494,5.435375272297159,0.0,0,0.0
2025-01-01 15:00:00,23.719505033835247,17.902178564826293,46.165537922024804,3.9165843803956037,0.0,0,0.0
2025-01-01 16:00:00,30.008451740375282,16.657041860743384,44.19458292216413,4.379929680148298,0.0,0,0.0
2025-01-01 17:00:00,33.40361183082294,17.48461820114993,58.63397464720971,6.7581950524040675,0.0,0,0.0
2025-01-01 18:00:00,40.14087989718577,16.09197592447879,49.682984237602724,4.706016404804992,0.0,0,0.0
2025-01-01 19:00:00,40.67523085957666,15.758067167219364,62.29553321532513,4.75620680238999,24.78428923512964,0,0.0
2025-01-01 20:00:00,37.29057214206671,19.135521749999363,72.20590933209985,8.222484742672819,0.0,0,0.0
2025-01-01 21:00:00,33.58165191735353,18.238689793580726,71.56609039716339,3.81900009189564,0.0,0,0.0
2025-01-01 22:00:00,29.075586623045375,19.56752820468792,82.73209428071564,5.455217085790519,0.0,0,0.0
2025-01-01 23:00:00,24.316377159358183,19.281156588273937,79.61443315724489,6.788587051314772,0.0,0,0.0
2025-01-02 00:00:00,20.32629181680144,21.45561727547482,71.73050805837212,4.401539165644163,0.0,0,0.0
2025-01-02 01:00:00,18.573598530890624,23.405017815222468,74.62545429359321,5.534041333750265,0.0,0,0.0
2025-01-02 02:00:00,19.543903306230582,23.3490064225777,72.7535275440444,4.009030785082908,0.0,0,0.0
2025-01-02 03:00:00,25.748196571820205,25.91123192427841,62.695717901067574,4.169567242539301,0.0,0,0.0
2025-01-02 04:00:00,25.48538075415071,25.729488329003384,62.79800541757823,4.998672495689716,0.0,0,0.0
2025-01-02 05:00:00,23.150863163987154,26.537935381652062,61.07848114163851,5.457841035001902,0.0,0,0.0
2025-01-02 06:00:00,25.320863690589622,26.398293387770604,49.81889748572031,5.887722866876033,0.0,0,0.0
2025-01-02 07:00:00,33.72495726124423,28.681907315954277,56.355181664720405,6.613996752098611,0.0,0,0.0
2025-01-02 08:00:00,36.78705697911681,26.316629794184262,51.254640776734796,4.594048044448925,0.0,0,0.0
2025-01-02 09:00:00,32.53358559429024,24.47782297697684,41.02892877564392,5.994585658490109,0.0,0,0.0
2025-01-02 10:00:00,32.10418892969204,25.32254491210319,49.03068326962008,4.389366069875213,0.0,0,0.0
2025-01-02 11:00:00,26.251085171586634,22.073251575541583,49.09047632911877,5.588414835698252,0.0,0,0.0
2025-01-02 12:00:00,22.851256871884367,22.208863595004754,46.13517239432444,4.828954329557464,0.0,0,0.0
2025-01-02 13:00:00,23.289979780654697,18.746234650607622,43.890771729619125,5.060273937935774,0.0,0,0.0
2025-01-02 14:00:00,20.987804223382827,18.17181395110157,49.966829701992694,5.037561881603901,0.0,0,0.0
2025-01-02 15:00:00,23.576216462349667,18.66132732993639,52.79450008458524,3.739077490529278,0.0,0,0.0
2025-01-02 16:00:00,29.496651078170515,18.40833956107322,54.03701784859844,3.93982562200674,0.0,0,0.0
2025-01-02 17:00:00,33.348162133651925,17.34173914974463,51.99465307128838,4.735456896944074,0.0,0,0.0
2025-01-02 18:00:00,41.9149819064211,16.88435171761176,61.3830038275559,3.7091845147597566,0.0,0,0.0
2025-01-02 19:00:00,41.387734218410664,16.869267172965365,69.8596889306652,5.49828763602031,0.0,1,49.0
2025-01-02 20:00:00,39.354384378240255,16.191350990710383,64.51685470694134,5.549195917933796,0.0,0,0.0
2025-01-02 21:00:00,33.30739231488347,17.744621885672554,81.09629841346037,4.941741549757873,0.0,0,0.0
2025-01-02 22:00:00,29.880902594354396,19.03936122904021,70.36222638683965,3.9412306984444943,0.0,0,0.0
2025-01-02 23:00:00,23.39271481682766,21.76302700070631,74.6509224610367,6.287309566986869,0.0,0,0.0
2025-01-03 00:00:00,20.589678861496644,22.34361828956846,71.63757201996832,7.565852848188928,0.0,0,0.0
2025-01-03 01:00:00,18.279112652054916,21.53105507014987,75.60524157393732,4.774534994582714,0.0,0,0.0
2025-01-03 02:00:00,22.488738621176196,24.824083969394795,64.2792725935902,5.128181138272888,11.922585164575313,0,0.0
2025-01-03 03:00:00,21.8124843740345,25.15045162551642,67.8763927237146,4.823703506900732,0.0,0,0.0
2025-01-03 04:00:00,26.993473900699378,25.653205018616234,62.03939399825717,5.149391103811906,3.249317840011887,0,0.0
2025-01-03 05:00:00,30.8831417249461,27.44130542028621,64.55897741599927,4.5530498171879525,0.0,0,0.0
2025-01-03 06:00:00,31.581440508468642,28.03099952249595,64.97223687754453,4.620472672894041,0.0,0,0.0
2025-01-03 07:00:00,33.70942304076259,27.76090925056154,59.347745259034944,5.5931122629738805,0.0,0,0.0
2025-01-03 08:00:00,33.10798216601369,25.490909495699555,40.64170319570554,8.327127066517612,0.0,0,0.0
2025-01-03 09:00:00,35.382968875652296,25.226321530081524,59.60374654684119,3.8187015926996004,0.0,0,0.0
2025-01-03 10:00:00,30.481440601086625,24.831263431403563,48.48601864633776,4.565325450241897,0.0,0,0.0
2025-01-03 11:00:00,27.207845719881387,24.269640352634966,41.628616903198974,3.9137207835868963,0.0,0,0.0
2025-01-03 12:00:00,26.636954206250802,21.52082576215471,45.7856395949547,6.654694294280816,0.0,0,0.0
2025-01-03 13:00:00,20.12890285097764,20.52024579782358,46.39206171817744,4.2289142000604185,0.0,0,0.0
2025-01-03 14:00:00,20.202947472224693,18.393665025993972,43.6753753584756,3.8012354765574337,0.0,0,0.0
2025-01-03 15:00:00,23.676777229215613,17.268259469986596,50.382981618912154,5.2684425607247105,0.0,0,0.0
2025-01-03 16:00:00,29.798718853413238,18.48239880347201,49.46263856189846,6.943842718905477,0.0,0,0.0
2025-01-03 17:00:00,34.52068848821295,18.526610897125483,54.09590436001207,5.297447982966434,0.0,0,0.0
2025-01-03 18:00:00,36.30605233627408,16.927989878419666,56.568604321224576,4.826495198846051,0.0,0,0.0
2025-01-03 19:00:00,41.51318919410359,18.17390376644668,56.71892922783954,5.022977551302986,0.0,0,0.0
2025-01-03 20:00:00,35.6943310837882,18.031509006125443,68.22918235107691,6.344844922144899,0.0,0,0.0
2025-01-03 21:00:00,31.730918258315892,17.81934633946214,73.5330989003799,4.0649207305608,0.0,0,0.0
2025-01-03 22:00:00,27.900478606556803,19.86139560550841,75.56479903714845,4.5590496672279395,0.0,0,0.0
2025-01-03 23:00:00,22.93106787048051,22.243941340953363,78.5885136575122,4.314761033767395,0.0,0,0.0
2025-01-04 00:00:00,16.79841149662508,21.964173960890047,76.62170105007434,3.919493178523211,0.0,0,0.0
2025-01-04 01:00:00,15.656531025550215,24.85873888132661,71.8252599032515,4.39907649186801,0.0,0,0.0
2025-01-04 02:00:00,18.838514232790782,21.880254895910255,77.18870037892252,5.868704539750878,0.0,0,0.0
2025-01-04 03:00:00,15.42908550392436,26.35743641030796,63.81901401858854,5.188685366244142,0.0,0,0.0
2025-01-04 04:00:00,17.02693152789623,26.41717408716036,62.9966430874376,5.275398609573161,0.0,0,0.0
2025-01-04 05:00:00,21.994673936328468,26.530621780979473,59.061285319421586,4.774001635521021,0.0,0,0.0
2025-01-04 06:00:00,22.359259597954168,27.0917607765355,65.40028029569655,5.141832757752853,0.0,0,0.0
2025-01-04 07:00:00,28.16743980917518,24.842060216844448,60.83165689416256,4.104844751618066,0.0,0,0.0
2025-01-04 08:00:00,27.331739813467607,26.11045513108468,54.93652618522498,4.412335980133323,0.0,0,0.0
2025-01-04 09:00:00,20.474529012080268,25.892646477444483,54.75304760826077,4.8148487274473695,0.0,0,0.0
2025-01-04 10:00:00,24.900794433271052,25.977894044741515,42.61320503117348,4.894126778521241,0.0,0,0.0
2025-01-04 11:00:00,21.424285657418967,22.775825007238957,47.25408820496888,4.9349740730684335,0.0,0,0.0
2025-01-04 12:00:00,19.285699785724827,21.191506397106814,44.37412785808418,4.538537606341041,0.0,0,0.0
2025-01-04 13:00:00,12.511355314137733,20.20414773090286,49.745523125088546,4.365182745871045,0.0,0,0.0
2025-01-04 14:00:00,15.212686934348431,20.415402117702072,46.43349778047243,10.995554034609427,0.0,0,0.0
2025-01-04 15:00:00,16.934812162354188,18.79321720372695,47.46868384015137,5.59449952427393,0.0,0,0.0
2025-01-04 16:00:00,19.43499468031141,17.14011277731077,55.20454259280494,5.027034196805028,0.0,0,0.0
2025-01-04 17:00:00,28.542060569625853,17.683638301668015,60.49856015941835,4.467258584083928,0.0,0,0.0
2025-01-04 18:00:00,28.549536344101952,17.09707754934804,56.65827402576599,4.315728607758211,0.0,0,0.0
2025-01-04 19:00:00,29.92694065926563,18.139015859087547,63.57690731977593,4.544344738848706,0.0,0,0.0
2025-01-04 20:00:00,29.676584161812603,16.967819887200456,62.20779683179174,4.908684806311509,0.0,0,0.0
